rating_diff,player,piece,count
223,black,pawn,3
223,black,rook,49
223,black,bishop,9
223,black,knight,16
223,black,queen,39
223,black,king,0
342,white,pawn,0
342,white,rook,5
342,white,bishop,3
342,white,knight,8
342,white,queen,4
342,white,king,0
342,black,pawn,0
342,black,rook,12
342,black,bishop,13
342,black,knight,3
342,black,queen,14
342,black,king,0
289,white,pawn,3
289,white,rook,6
289,white,bishop,3
289,white,knight,7
289,white,queen,16
289,white,king,0
289,black,pawn,4
289,black,rook,21
289,black,bishop,14
289,black,knight,8
289,black,queen,23
289,black,king,0
18,white,pawn,14
18,white,rook,45
18,white,bishop,27
18,white,knight,33
18,white,queen,77
18,white,king,0
18,black,pawn,7
18,black,rook,61
18,black,bishop,34
18,black,knight,32
18,black,queen,58
18,black,king,0
197,white,pawn,3
197,white,rook,10
197,white,bishop,6
197,white,knight,5
197,white,queen,19
197,white,king,1
197,black,pawn,1
197,black,rook,14
197,black,bishop,6
197,black,knight,17
197,black,queen,17
197,black,king,0
698,white,pawn,0
698,white,rook,1
698,white,bishop,2
698,white,knight,1
698,white,queen,2
698,white,king,0
698,black,pawn,1
698,black,rook,2
698,black,bishop,0
698,black,knight,2
698,black,queen,2
698,black,king,0
568,white,pawn,0
568,white,rook,2
568,white,bishop,1
568,white,knight,3
568,white,queen,3
568,white,king,0
568,black,pawn,0
568,black,rook,2
568,black,bishop,3
568,black,knight,1
568,black,queen,0
568,black,king,0
428,white,pawn,1
428,white,rook,1
428,white,bishop,3
428,white,knight,3
428,white,queen,1
428,white,king,0
428,black,pawn,0
428,black,rook,7
428,black,bishop,6
428,black,knight,5
428,black,queen,9
428,black,king,0
238,white,pawn,9
238,white,rook,28
238,white,bishop,19
238,white,knight,17
238,white,queen,39
238,white,king,0
238,black,pawn,4
238,black,rook,22
238,black,bishop,10
238,black,knight,15
238,black,queen,21
238,black,king,0
407,white,pawn,0
407,white,rook,2
407,white,bishop,7
407,white,knight,10
407,white,queen,12
407,white,king,0
407,black,pawn,2
407,black,rook,4
407,black,bishop,0
407,black,knight,2
407,black,queen,2
407,black,king,0
237,white,pawn,2
237,white,rook,9
237,white,bishop,13
237,white,knight,3
237,white,queen,24
237,white,king,0
237,black,pawn,7
237,black,rook,8
237,black,bishop,13
237,black,knight,2
237,black,queen,23
237,black,king,0
623,white,pawn,0
623,white,rook,0
623,white,bishop,0
623,white,knight,0
623,white,queen,1
623,white,king,0
623,black,pawn,0
623,black,rook,1
623,black,bishop,1
623,black,knight,0
623,black,queen,3
623,black,king,0
400,white,pawn,1
400,white,rook,13
400,white,bishop,4
400,white,knight,5
400,white,queen,6
400,white,king,1
400,black,pawn,1
400,black,rook,17
400,black,bishop,3
400,black,knight,4
400,black,queen,4
400,black,king,0
217,white,pawn,6
217,white,rook,24
217,white,bishop,14
217,white,knight,7
217,white,queen,29
217,white,king,1
217,black,pawn,10
217,black,rook,32
217,black,bishop,22
217,black,knight,27
217,black,queen,40
217,black,king,0
283,white,pawn,1
283,white,rook,7
283,white,bishop,1
283,white,knight,7
283,white,queen,13
283,white,king,0
283,black,pawn,0
283,black,rook,9
283,black,bishop,6
283,black,knight,1
283,black,queen,41
283,black,king,0
689,white,pawn,0
689,white,rook,4
689,white,bishop,0
689,white,knight,2
689,white,queen,0
689,white,king,0
689,black,pawn,0
689,black,rook,0
689,black,bishop,0
689,black,knight,0
689,black,queen,1
689,black,king,0
369,white,pawn,0
369,white,rook,15
369,white,bishop,12
369,white,knight,12
369,white,queen,4
369,white,king,0
369,black,pawn,0
369,black,rook,11
369,black,bishop,4
369,black,knight,14
369,black,queen,10
369,black,king,0
462,white,pawn,2
462,white,rook,16
462,white,bishop,0
462,white,knight,8
462,white,queen,3
462,white,king,0
462,black,pawn,0
462,black,rook,10
462,black,bishop,1
462,black,knight,1
462,black,queen,5
462,black,king,0
716,white,pawn,1
716,white,rook,2
716,white,bishop,2
716,white,knight,2
716,white,queen,5
716,white,king,0
716,black,pawn,0
716,black,rook,6
716,black,bishop,4
716,black,knight,0
716,black,queen,5
716,black,king,0
743,white,pawn,0
743,white,rook,0
743,white,bishop,0
743,white,knight,0
743,white,queen,0
743,white,king,0
743,black,pawn,0
743,black,rook,0
743,black,bishop,0
743,black,knight,0
743,black,queen,1
743,black,king,0
768,white,pawn,2
768,white,rook,2
768,white,bishop,2
768,white,knight,1
768,white,queen,1
768,white,king,0
768,black,pawn,0
768,black,rook,0
768,black,bishop,0
768,black,knight,0
768,black,queen,4
768,black,king,0
430,white,pawn,0
430,white,rook,3
430,white,bishop,4
430,white,knight,1
430,white,queen,15
430,white,king,0
430,black,pawn,0
430,black,rook,0
430,black,bishop,1
430,black,knight,0
430,black,queen,0
430,black,king,0
856,white,pawn,0
856,white,rook,0
856,white,bishop,0
856,white,knight,0
856,white,queen,0
856,white,king,0
856,black,pawn,0
856,black,rook,0
856,black,bishop,0
856,black,knight,0
856,black,queen,1
856,black,king,0
483,white,pawn,0
483,white,rook,14
483,white,bishop,7
483,white,knight,2
483,white,queen,2
483,white,king,0
483,black,pawn,7
483,black,rook,12
483,black,bishop,1
483,black,knight,1
483,black,queen,13
483,black,king,0
291,white,pawn,3
291,white,rook,6
291,white,bishop,7
291,white,knight,6
291,white,queen,15
291,white,king,0
291,black,pawn,4
291,black,rook,10
291,black,bishop,4
291,black,knight,1
291,black,queen,28
291,black,king,0
349,white,pawn,2
349,white,rook,21
349,white,bishop,11
349,white,knight,8
349,white,queen,18
349,white,king,1
349,black,pawn,1
349,black,rook,10
349,black,bishop,9
349,black,knight,5
349,black,queen,7
349,black,king,0
554,white,pawn,0
554,white,rook,1
554,white,bishop,2
554,white,knight,2
554,white,queen,8
554,white,king,0
554,black,pawn,0
554,black,rook,3
554,black,bishop,3
554,black,knight,4
554,black,queen,5
554,black,king,0
179,white,pawn,3
179,white,rook,20
179,white,bishop,10
179,white,knight,17
179,white,queen,30
179,white,king,1
179,black,pawn,10
179,black,rook,20
179,black,bishop,12
179,black,knight,10
179,black,queen,24
179,black,king,0
650,white,pawn,1
650,white,rook,5
650,white,bishop,1
650,white,knight,4
650,white,queen,1
650,white,king,0
650,black,pawn,1
650,black,rook,10
650,black,bishop,0
650,black,knight,2
650,black,queen,2
650,black,king,0
514,white,pawn,5
514,white,rook,10
514,white,bishop,6
514,white,knight,5
514,white,queen,8
514,white,king,0
514,black,pawn,1
514,black,rook,2
514,black,bishop,2
514,black,knight,2
514,black,queen,2
514,black,king,0
209,white,pawn,4
209,white,rook,40
209,white,bishop,12
209,white,knight,17
209,white,queen,33
209,white,king,1
209,black,pawn,4
209,black,rook,33
209,black,bishop,19
209,black,knight,15
209,black,queen,38
209,black,king,0
419,white,pawn,1
419,white,rook,1
419,white,bishop,3
419,white,knight,7
419,white,queen,14
419,white,king,0
419,black,pawn,4
419,black,rook,13
419,black,bishop,7
419,black,knight,1
419,black,queen,27
419,black,king,0
267,white,pawn,2
267,white,rook,8
267,white,bishop,8
267,white,knight,10
267,white,queen,29
267,white,king,0
267,black,pawn,2
267,black,rook,8
267,black,bishop,7
267,black,knight,0
267,black,queen,13
267,black,king,0
474,white,pawn,1
474,white,rook,0
474,white,bishop,3
474,white,knight,1
474,white,queen,3
474,white,king,0
474,black,pawn,0
474,black,rook,0
474,black,bishop,0
474,black,knight,0
474,black,queen,1
474,black,king,0
471,white,pawn,0
471,white,rook,5
471,white,bishop,3
471,white,knight,1
471,white,queen,3
471,white,king,0
471,black,pawn,0
471,black,rook,2
471,black,bishop,0
471,black,knight,0
471,black,queen,4
471,black,king,0
867,white,pawn,0
867,white,rook,0
867,white,bishop,0
867,white,knight,0
867,white,queen,0
867,white,king,0
867,black,pawn,0
867,black,rook,4
867,black,bishop,4
867,black,knight,8
867,black,queen,6
867,black,king,0
811,white,pawn,0
811,white,rook,6
811,white,bishop,4
811,white,knight,4
811,white,queen,9
811,white,king,0
811,black,pawn,0
811,black,rook,5
811,black,bishop,2
811,black,knight,1
811,black,queen,7
811,black,king,0
626,white,pawn,0
626,white,rook,4
626,white,bishop,1
626,white,knight,2
626,white,queen,4
626,white,king,0
626,black,pawn,0
626,black,rook,0
626,black,bishop,1
626,black,knight,1
626,black,queen,3
626,black,king,0
838,white,pawn,0
838,white,rook,0
838,white,bishop,0
838,white,knight,0
838,white,queen,0
838,white,king,0
838,black,pawn,2
838,black,rook,1
838,black,bishop,1
838,black,knight,3
838,black,queen,2
838,black,king,0
493,white,pawn,1
493,white,rook,9
493,white,bishop,5
493,white,knight,0
493,white,queen,12
493,white,king,0
493,black,pawn,3
493,black,rook,7
493,black,bishop,2
493,black,knight,2
493,black,queen,3
493,black,king,0
343,white,pawn,1
343,white,rook,19
343,white,bishop,9
343,white,knight,8
343,white,queen,21
343,white,king,1
343,black,pawn,1
343,black,rook,21
343,black,bishop,6
343,black,knight,3
343,black,queen,13
343,black,king,2
890,white,pawn,0
890,white,rook,0
890,white,bishop,0
890,white,knight,0
890,white,queen,0
890,white,king,0
890,black,pawn,0
890,black,rook,1
890,black,bishop,0
890,black,knight,1
890,black,queen,3
890,black,king,0
496,white,pawn,0
496,white,rook,1
496,white,bishop,1
496,white,knight,1
496,white,queen,3
496,white,king,0
496,black,pawn,1
496,black,rook,2
496,black,bishop,2
496,black,knight,1
496,black,queen,0
496,black,king,0
835,white,pawn,1
835,white,rook,2
835,white,bishop,0
835,white,knight,0
835,white,queen,13
835,white,king,0
835,black,pawn,0
835,black,rook,0
835,black,bishop,1
835,black,knight,0
835,black,queen,0
835,black,king,0
622,white,pawn,0
622,white,rook,0
622,white,bishop,2
622,white,knight,0
622,white,queen,6
622,white,king,0
622,black,pawn,0
622,black,rook,5
622,black,bishop,1
622,black,knight,5
622,black,queen,0
622,black,king,0
576,white,pawn,1
576,white,rook,1
576,white,bishop,0
576,white,knight,0
576,white,queen,3
576,white,king,0
576,black,pawn,0
576,black,rook,0
576,black,bishop,0
576,black,knight,0
576,black,queen,0
576,black,king,0
529,white,pawn,1
529,white,rook,1
529,white,bishop,4
529,white,knight,7
529,white,queen,10
529,white,king,0
529,black,pawn,2
529,black,rook,4
529,black,bishop,0
529,black,knight,5
529,black,queen,0
529,black,king,0
658,white,pawn,0
658,white,rook,2
658,white,bishop,0
658,white,knight,0
658,white,queen,0
658,white,king,0
658,black,pawn,0
658,black,rook,5
658,black,bishop,1
658,black,knight,0
658,black,queen,4
658,black,king,0
718,white,pawn,0
718,white,rook,5
718,white,bishop,1
718,white,knight,0
718,white,queen,6
718,white,king,0
718,black,pawn,0
718,black,rook,0
718,black,bishop,2
718,black,knight,0
718,black,queen,0
718,black,king,0
935,white,pawn,0
935,white,rook,1
935,white,bishop,0
935,white,knight,0
935,white,queen,0
935,white,king,0
935,black,pawn,0
935,black,rook,0
935,black,bishop,0
935,black,knight,3
935,black,queen,1
935,black,king,0
611,white,pawn,1
611,white,rook,1
611,white,bishop,2
611,white,knight,8
611,white,queen,4
611,white,king,0
611,black,pawn,2
611,black,rook,11
611,black,bishop,2
611,black,knight,5
611,black,queen,4
611,black,king,0
424,white,pawn,0
424,white,rook,4
424,white,bishop,4
424,white,knight,3
424,white,queen,6
424,white,king,0
424,black,pawn,0
424,black,rook,0
424,black,bishop,6
424,black,knight,1
424,black,queen,8
424,black,king,0
421,white,pawn,1
421,white,rook,12
421,white,bishop,3
421,white,knight,17
421,white,queen,11
421,white,king,1
421,black,pawn,2
421,black,rook,4
421,black,bishop,5
421,black,knight,8
421,black,queen,6
421,black,king,0
402,white,pawn,0
402,white,rook,0
402,white,bishop,3
402,white,knight,2
402,white,queen,1
402,white,king,0
402,black,pawn,0
402,black,rook,8
402,black,bishop,2
402,black,knight,1
402,black,queen,4
402,black,king,0
513,white,pawn,1
513,white,rook,2
513,white,bishop,1
513,white,knight,0
513,white,queen,29
513,white,king,0
513,black,pawn,1
513,black,rook,11
513,black,bishop,3
513,black,knight,1
513,black,queen,3
513,black,king,0
736,white,pawn,1
736,white,rook,1
736,white,bishop,3
736,white,knight,0
736,white,queen,9
736,white,king,0
736,black,pawn,0
736,black,rook,3
736,black,bishop,3
736,black,knight,3
736,black,queen,3
736,black,king,0
231,white,pawn,9
231,white,rook,17
231,white,bishop,17
231,white,knight,14
231,white,queen,19
231,white,king,0
231,black,pawn,3
231,black,rook,13
231,black,bishop,12
231,black,knight,1
231,black,queen,43
231,black,king,0
453,white,pawn,1
453,white,rook,1
453,white,bishop,4
453,white,knight,1
453,white,queen,3
453,white,king,0
453,black,pawn,0
453,black,rook,1
453,black,bishop,1
453,black,knight,4
453,black,queen,3
453,black,king,0
199,white,pawn,4
199,white,rook,16
199,white,bishop,6
199,white,knight,11
199,white,queen,17
199,white,king,1
199,black,pawn,6
199,black,rook,14
199,black,bishop,12
199,black,knight,10
199,black,queen,20
199,black,king,0
415,white,pawn,1
415,white,rook,16
415,white,bishop,2
415,white,knight,2
415,white,queen,3
415,white,king,0
415,black,pawn,0
415,black,rook,6
415,black,bishop,2
415,black,knight,2
415,black,queen,6
415,black,king,1
266,white,pawn,5
266,white,rook,27
266,white,bishop,6
266,white,knight,13
266,white,queen,19
266,white,king,0
266,black,pawn,7
266,black,rook,21
266,black,bishop,7
266,black,knight,13
266,black,queen,15
266,black,king,0
327,white,pawn,3
327,white,rook,14
327,white,bishop,11
327,white,knight,8
327,white,queen,15
327,white,king,0
327,black,pawn,4
327,black,rook,21
327,black,bishop,4
327,black,knight,6
327,black,queen,31
327,black,king,0
230,white,pawn,6
230,white,rook,18
230,white,bishop,17
230,white,knight,16
230,white,queen,19
230,white,king,1
230,black,pawn,2
230,black,rook,23
230,black,bishop,17
230,black,knight,8
230,black,queen,35
230,black,king,0
167,white,pawn,3
167,white,rook,30
167,white,bishop,12
167,white,knight,13
167,white,queen,47
167,white,king,0
167,black,pawn,7
167,black,rook,22
167,black,bishop,15
167,black,knight,4
167,black,queen,47
167,black,king,0
830,white,pawn,0
830,white,rook,2
830,white,bishop,1
830,white,knight,0
830,white,queen,0
830,white,king,0
830,black,pawn,2
830,black,rook,1
830,black,bishop,0
830,black,knight,0
830,black,queen,3
830,black,king,0
824,white,pawn,0
824,white,rook,0
824,white,bishop,0
824,white,knight,0
824,white,queen,0
824,white,king,0
824,black,pawn,0
824,black,rook,0
824,black,bishop,1
824,black,knight,0
824,black,queen,0
824,black,king,0
817,white,pawn,0
817,white,rook,0
817,white,bishop,0
817,white,knight,0
817,white,queen,0
817,white,king,0
817,black,pawn,0
817,black,rook,0
817,black,bishop,1
817,black,knight,0
817,black,queen,0
817,black,king,0
654,white,pawn,1
654,white,rook,1
654,white,bishop,0
654,white,knight,0
654,white,queen,4
654,white,king,0
654,black,pawn,1
654,black,rook,6
654,black,bishop,2
654,black,knight,3
654,black,queen,0
654,black,king,0
416,white,pawn,0
416,white,rook,8
416,white,bishop,3
416,white,knight,5
416,white,queen,9
416,white,king,0
416,black,pawn,0
416,black,rook,2
416,black,bishop,3
416,black,knight,4
416,black,queen,8
416,black,king,0
625,white,pawn,0
625,white,rook,0
625,white,bishop,3
625,white,knight,0
625,white,queen,1
625,white,king,0
625,black,pawn,0
625,black,rook,0
625,black,bishop,1
625,black,knight,0
625,black,queen,0
625,black,king,0
959,white,pawn,0
959,white,rook,0
959,white,bishop,1
959,white,knight,2
959,white,queen,2
959,white,king,0
959,black,pawn,0
959,black,rook,0
959,black,bishop,0
959,black,knight,1
959,black,queen,0
959,black,king,0
735,white,pawn,1
735,white,rook,1
735,white,bishop,2
735,white,knight,2
735,white,queen,5
735,white,king,0
735,black,pawn,0
735,black,rook,0
735,black,bishop,0
735,black,knight,0
735,black,queen,0
735,black,king,0
551,white,pawn,1
551,white,rook,2
551,white,bishop,2
551,white,knight,2
551,white,queen,0
551,white,king,0
551,black,pawn,2
551,black,rook,0
551,black,bishop,3
551,black,knight,1
551,black,queen,1
551,black,king,0
809,white,pawn,1
809,white,rook,1
809,white,bishop,2
809,white,knight,0
809,white,queen,1
809,white,king,0
809,black,pawn,1
809,black,rook,5
809,black,bishop,2
809,black,knight,3
809,black,queen,6
809,black,king,0
393,white,pawn,1
393,white,rook,13
393,white,bishop,14
393,white,knight,2
393,white,queen,17
393,white,king,0
393,black,pawn,3
393,black,rook,13
393,black,bishop,6
393,black,knight,5
393,black,queen,11
393,black,king,0
649,white,pawn,1
649,white,rook,4
649,white,bishop,2
649,white,knight,2
649,white,queen,3
649,white,king,0
649,black,pawn,0
649,black,rook,0
649,black,bishop,0
649,black,knight,0
649,black,queen,2
649,black,king,0
145,white,pawn,9
145,white,rook,41
145,white,bishop,18
145,white,knight,12
145,white,queen,44
145,white,king,0
145,black,pawn,2
145,black,rook,25
145,black,bishop,18
145,black,knight,15
145,black,queen,16
145,black,king,0
540,white,pawn,0
540,white,rook,2
540,white,bishop,4
540,white,knight,2
540,white,queen,2
540,white,king,0
540,black,pawn,0
540,black,rook,1
540,black,bishop,1
540,black,knight,1
540,black,queen,2
540,black,king,0
536,white,pawn,3
536,white,rook,9
536,white,bishop,4
536,white,knight,4
536,white,queen,4
536,white,king,0
536,black,pawn,0
536,black,rook,7
536,black,bishop,3
536,black,knight,5
536,black,queen,1
536,black,king,0
293,white,pawn,2
293,white,rook,7
293,white,bishop,6
293,white,knight,11
293,white,queen,21
293,white,king,0
293,black,pawn,1
293,black,rook,11
293,black,bishop,13
293,black,knight,9
293,black,queen,26
293,black,king,0
333,white,pawn,6
333,white,rook,29
333,white,bishop,4
333,white,knight,18
333,white,queen,31
333,white,king,0
333,black,pawn,5
333,black,rook,11
333,black,bishop,8
333,black,knight,5
333,black,queen,18
333,black,king,0
1049,white,pawn,0
1049,white,rook,0
1049,white,bishop,0
1049,white,knight,0
1049,white,queen,0
1049,white,king,0
1049,black,pawn,2
1049,black,rook,2
1049,black,bishop,2
1049,black,knight,0
1049,black,queen,10
1049,black,king,0
359,white,pawn,0
359,white,rook,6
359,white,bishop,6
359,white,knight,2
359,white,queen,8
359,white,king,0
359,black,pawn,1
359,black,rook,3
359,black,bishop,4
359,black,knight,0
359,black,queen,5
359,black,king,0
251,white,pawn,0
251,white,rook,18
251,white,bishop,13
251,white,knight,8
251,white,queen,11
251,white,king,1
251,black,pawn,2
251,black,rook,20
251,black,bishop,7
251,black,knight,9
251,black,queen,16
251,black,king,0
670,white,pawn,0
670,white,rook,0
670,white,bishop,0
670,white,knight,0
670,white,queen,0
670,white,king,0
670,black,pawn,0
670,black,rook,1
670,black,bishop,1
670,black,knight,1
670,black,queen,0
670,black,king,0
668,white,pawn,0
668,white,rook,1
668,white,bishop,5
668,white,knight,0
668,white,queen,3
668,white,king,0
668,black,pawn,0
668,black,rook,2
668,black,bishop,2
668,black,knight,0
668,black,queen,0
668,black,king,0
299,white,pawn,3
299,white,rook,5
299,white,bishop,6
299,white,knight,7
299,white,queen,24
299,white,king,0
299,black,pawn,2
299,black,rook,16
299,black,bishop,6
299,black,knight,6
299,black,queen,26
299,black,king,0
801,white,pawn,2
801,white,rook,1
801,white,bishop,3
801,white,knight,3
801,white,queen,0
801,white,king,0
801,black,pawn,0
801,black,rook,4
801,black,bishop,0
801,black,knight,0
801,black,queen,0
801,black,king,0
243,white,pawn,0
243,white,rook,8
243,white,bishop,9
243,white,knight,3
243,white,queen,6
243,white,king,0
243,black,pawn,0
243,black,rook,5
243,black,bishop,1
243,black,knight,0
243,black,queen,10
243,black,king,0
459,white,pawn,0
459,white,rook,4
459,white,bishop,4
459,white,knight,1
459,white,queen,3
459,white,king,0
459,black,pawn,1
459,black,rook,1
459,black,bishop,1
459,black,knight,4
459,black,queen,5
459,black,king,0
449,white,pawn,6
449,white,rook,8
449,white,bishop,3
449,white,knight,6
449,white,queen,22
449,white,king,0
449,black,pawn,0
449,black,rook,1
449,black,bishop,3
449,black,knight,8
449,black,queen,11
449,black,king,0
833,white,pawn,0
833,white,rook,0
833,white,bishop,0
833,white,knight,0
833,white,queen,0
833,white,king,0
833,black,pawn,0
833,black,rook,0
833,black,bishop,1
833,black,knight,0
833,black,queen,0
833,black,king,0
318,white,pawn,1
318,white,rook,6
318,white,bishop,7
318,white,knight,7
318,white,queen,3
318,white,king,2
318,black,pawn,0
318,black,rook,3
318,black,bishop,7
318,black,knight,4
318,black,queen,8
318,black,king,0
605,white,pawn,0
605,white,rook,1
605,white,bishop,0
605,white,knight,1
605,white,queen,0
605,white,king,0
605,black,pawn,1
605,black,rook,1
605,black,bishop,1
605,black,knight,1
605,black,queen,4
605,black,king,0
394,white,pawn,1
394,white,rook,5
394,white,bishop,4
394,white,knight,18
394,white,queen,17
394,white,king,0
394,black,pawn,3
394,black,rook,3
394,black,bishop,8
394,black,knight,4
394,black,queen,7
394,black,king,0
913,white,pawn,0
913,white,rook,2
913,white,bishop,0
913,white,knight,0
913,white,queen,0
913,white,king,0
913,black,pawn,0
913,black,rook,0
913,black,bishop,0
913,black,knight,0
913,black,queen,0
913,black,king,0
773,white,pawn,0
773,white,rook,0
773,white,bishop,0
773,white,knight,0
773,white,queen,0
773,white,king,0
773,black,pawn,1
773,black,rook,2
773,black,bishop,1
773,black,knight,0
773,black,queen,3
773,black,king,0
586,white,pawn,0
586,white,rook,1
586,white,bishop,0
586,white,knight,6
586,white,queen,2
586,white,king,0
586,black,pawn,1
586,black,rook,0
586,black,bishop,2
586,black,knight,0
586,black,queen,1
586,black,king,0
602,white,pawn,0
602,white,rook,4
602,white,bishop,2
602,white,knight,2
602,white,queen,11
602,white,king,0
602,black,pawn,0
602,black,rook,1
602,black,bishop,0
602,black,knight,0
602,black,queen,0
602,black,king,0
457,white,pawn,2
457,white,rook,9
457,white,bishop,7
457,white,knight,3
457,white,queen,23
457,white,king,0
457,black,pawn,0
457,black,rook,2
457,black,bishop,11
457,black,knight,1
457,black,queen,4
457,black,king,1
269,white,pawn,1
269,white,rook,12
269,white,bishop,8
269,white,knight,23
269,white,queen,19
269,white,king,0
269,black,pawn,1
269,black,rook,23
269,black,bishop,13
269,black,knight,20
269,black,queen,23
269,black,king,0
557,white,pawn,0
557,white,rook,1
557,white,bishop,2
557,white,knight,2
557,white,queen,0
557,white,king,0
557,black,pawn,0
557,black,rook,0
557,black,bishop,1
557,black,knight,0
557,black,queen,0
557,black,king,0
274,white,pawn,3
274,white,rook,30
274,white,bishop,12
274,white,knight,12
274,white,queen,33
274,white,king,0
274,black,pawn,1
274,black,rook,25
274,black,bishop,7
274,black,knight,6
274,black,queen,30
274,black,king,0
703,white,pawn,1
703,white,rook,0
703,white,bishop,0
703,white,knight,0
703,white,queen,3
703,white,king,0
703,black,pawn,1
703,black,rook,0
703,black,bishop,1
703,black,knight,0
703,black,queen,0
703,black,king,0
665,white,pawn,0
665,white,rook,0
665,white,bishop,0
665,white,knight,1
665,white,queen,0
665,white,king,0
665,black,pawn,0
665,black,rook,0
665,black,bishop,2
665,black,knight,2
665,black,queen,2
665,black,king,0
455,white,pawn,0
455,white,rook,0
455,white,bishop,0
455,white,knight,1
455,white,queen,2
455,white,king,0
455,black,pawn,0
455,black,rook,0
455,black,bishop,1
455,black,knight,2
455,black,queen,2
455,black,king,0
532,white,pawn,0
532,white,rook,1
532,white,bishop,3
532,white,knight,1
532,white,queen,2
532,white,king,0
532,black,pawn,0
532,black,rook,1
532,black,bishop,3
532,black,knight,2
532,black,queen,3
532,black,king,0
719,white,pawn,0
719,white,rook,0
719,white,bishop,0
719,white,knight,0
719,white,queen,1
719,white,king,0
719,black,pawn,0
719,black,rook,1
719,black,bishop,0
719,black,knight,1
719,black,queen,0
719,black,king,0
460,white,pawn,5
460,white,rook,5
460,white,bishop,4
460,white,knight,3
460,white,queen,21
460,white,king,0
460,black,pawn,0
460,black,rook,2
460,black,bishop,3
460,black,knight,2
460,black,queen,4
460,black,king,1
702,white,pawn,0
702,white,rook,3
702,white,bishop,0
702,white,knight,1
702,white,queen,0
702,white,king,0
702,black,pawn,0
702,black,rook,2
702,black,bishop,3
702,black,knight,3
702,black,queen,5
702,black,king,1
454,white,pawn,0
454,white,rook,5
454,white,bishop,4
454,white,knight,1
454,white,queen,8
454,white,king,0
454,black,pawn,0
454,black,rook,0
454,black,bishop,3
454,black,knight,3
454,black,queen,6
454,black,king,0
1003,white,pawn,0
1003,white,rook,0
1003,white,bishop,0
1003,white,knight,0
1003,white,queen,0
1003,white,king,0
1003,black,pawn,0
1003,black,rook,2
1003,black,bishop,0
1003,black,knight,0
1003,black,queen,0
1003,black,king,0
715,white,pawn,0
715,white,rook,1
715,white,bishop,0
715,white,knight,1
715,white,queen,6
715,white,king,0
715,black,pawn,0
715,black,rook,1
715,black,bishop,0
715,black,knight,1
715,black,queen,1
715,black,king,0
438,white,pawn,2
438,white,rook,5
438,white,bishop,3
438,white,knight,2
438,white,queen,8
438,white,king,0
438,black,pawn,1
438,black,rook,2
438,black,bishop,3
438,black,knight,4
438,black,queen,2
438,black,king,0
311,white,pawn,4
311,white,rook,9
311,white,bishop,5
311,white,knight,3
311,white,queen,20
311,white,king,0
311,black,pawn,2
311,black,rook,2
311,black,bishop,0
311,black,knight,1
311,black,queen,5
311,black,king,0
561,white,pawn,0
561,white,rook,0
561,white,bishop,0
561,white,knight,0
561,white,queen,0
561,white,king,0
561,black,pawn,0
561,black,rook,1
561,black,bishop,1
561,black,knight,2
561,black,queen,3
561,black,king,0
320,white,pawn,6
320,white,rook,13
320,white,bishop,2
320,white,knight,9
320,white,queen,22
320,white,king,0
320,black,pawn,0
320,black,rook,7
320,black,bishop,2
320,black,knight,3
320,black,queen,4
320,black,king,0
202,white,pawn,4
202,white,rook,13
202,white,bishop,28
202,white,knight,11
202,white,queen,64
202,white,king,0
202,black,pawn,4
202,black,rook,27
202,black,bishop,11
202,black,knight,14
202,black,queen,36
202,black,king,0
307,white,pawn,1
307,white,rook,6
307,white,bishop,4
307,white,knight,1
307,white,queen,14
307,white,king,0
307,black,pawn,0
307,black,rook,7
307,black,bishop,2
307,black,knight,2
307,black,queen,4
307,black,king,0
305,white,pawn,1
305,white,rook,12
305,white,bishop,3
305,white,knight,2
305,white,queen,12
305,white,king,0
305,black,pawn,0
305,black,rook,3
305,black,bishop,2
305,black,knight,4
305,black,queen,11
305,black,king,0
368,white,pawn,1
368,white,rook,1
368,white,bishop,1
368,white,knight,2
368,white,queen,4
368,white,king,0
368,black,pawn,4
368,black,rook,2
368,black,bishop,5
368,black,knight,4
368,black,queen,3
368,black,king,0
225,white,pawn,2
225,white,rook,28
225,white,bishop,8
225,white,knight,3
225,white,queen,9
225,white,king,0
225,black,pawn,3
225,black,rook,34
225,black,bishop,7
225,black,knight,9
225,black,queen,8
225,black,king,0
364,white,pawn,0
364,white,rook,4
364,white,bishop,8
364,white,knight,5
364,white,queen,8
364,white,king,0
364,black,pawn,0
364,black,rook,8
364,black,bishop,2
364,black,knight,3
364,black,queen,7
364,black,king,0
616,white,pawn,0
616,white,rook,0
616,white,bishop,0
616,white,knight,0
616,white,queen,2
616,white,king,0
616,black,pawn,0
616,black,rook,0
616,black,bishop,0
616,black,knight,0
616,black,queen,0
616,black,king,0
524,white,pawn,0
524,white,rook,9
524,white,bishop,2
524,white,knight,1
524,white,queen,4
524,white,king,0
524,black,pawn,1
524,black,rook,5
524,black,bishop,0
524,black,knight,1
524,black,queen,5
524,black,king,0
613,white,pawn,0
613,white,rook,0
613,white,bishop,7
613,white,knight,2
613,white,queen,5
613,white,king,0
613,black,pawn,0
613,black,rook,0
613,black,bishop,0
613,black,knight,1
613,black,queen,0
613,black,king,0
383,white,pawn,0
383,white,rook,1
383,white,bishop,1
383,white,knight,2
383,white,queen,1
383,white,king,0
383,black,pawn,0
383,black,rook,0
383,black,bishop,1
383,black,knight,5
383,black,queen,1
383,black,king,0
487,white,pawn,2
487,white,rook,6
487,white,bishop,3
487,white,knight,1
487,white,queen,13
