rating_diff,player,promote_to,count
421,white,bishop,0
421,white,knight,0
421,white,queen,1
421,black,rook,0
421,black,bishop,0
421,black,knight,0
421,black,queen,1
218,white,rook,1
218,white,bishop,0
218,white,knight,1
218,white,queen,1
218,black,rook,0
218,black,bishop,0
218,black,knight,0
218,black,queen,4
359,white,rook,0
359,white,bishop,0
359,white,knight,0
359,white,queen,0
359,black,rook,0
359,black,bishop,0
359,black,knight,0
359,black,queen,1
83,white,rook,0
83,white,bishop,0
83,white,knight,0
83,white,queen,4
83,black,rook,0
83,black,bishop,0
83,black,knight,0
83,black,queen,4
299,white,rook,0
299,white,bishop,0
299,white,knight,0
299,white,queen,6
299,black,rook,0
299,black,bishop,0
299,black,knight,0
299,black,queen,2
114,white,rook,0
114,white,bishop,0
114,white,knight,0
114,white,queen,8
114,black,rook,0
114,black,bishop,0
114,black,knight,0
114,black,queen,1
116,white,rook,0
116,white,bishop,0
116,white,knight,0
116,white,queen,5
116,black,rook,0
116,black,bishop,0
116,black,knight,0
116,black,queen,4
210,white,rook,0
210,white,bishop,0
210,white,knight,0
210,white,queen,0
210,black,rook,0
210,black,bishop,0
210,black,knight,0
210,black,queen,3
460,white,rook,0
460,white,bishop,0
460,white,knight,0
460,white,queen,1
460,black,rook,0
460,black,bishop,0
460,black,knight,0
460,black,queen,1
311,white,rook,0
311,white,bishop,0
311,white,knight,0
311,white,queen,2
311,black,rook,0
311,black,bishop,0
311,black,knight,0
311,black,queen,2
561,white,rook,0
561,white,bishop,0
561,white,knight,0
561,white,queen,0
561,black,rook,0
561,black,bishop,0
561,black,knight,0
561,black,queen,1
320,white,rook,0
320,white,bishop,1
320,white,knight,0
320,white,queen,5
320,black,rook,0
320,black,bishop,0
320,black,knight,0
320,black,queen,1
148,white,rook,0
148,white,bishop,0
148,white,knight,0
148,white,queen,3
148,black,rook,0
148,black,bishop,0
148,black,knight,0
148,black,queen,4
194,white,rook,0
194,white,bishop,0
194,white,knight,0
194,white,queen,2
194,black,rook,0
194,black,bishop,0
194,black,knight,0
194,black,queen,1
52,white,rook,0
52,white,bishop,0
52,white,knight,0
52,white,queen,10
52,black,rook,0
52,black,bishop,0
52,black,knight,0
52,black,queen,7
221,white,rook,0
221,white,bishop,0
221,white,knight,0
221,white,queen,3
221,black,rook,0
221,black,bishop,0
221,black,knight,0
221,black,queen,0
362,white,rook,0
362,white,bishop,0
362,white,knight,0
362,white,queen,2
362,black,rook,0
362,black,bishop,0
362,black,knight,0
362,black,queen,2
239,white,rook,0
239,white,bishop,0
239,white,knight,0
239,white,queen,3
239,black,rook,0
239,black,bishop,0
239,black,knight,0
239,black,queen,1
336,white,rook,0
336,white,bishop,0
336,white,knight,0
336,white,queen,2
336,black,rook,0
336,black,bishop,0
336,black,knight,0
336,black,queen,2
286,white,rook,1
286,white,bishop,0
286,white,knight,0
286,white,queen,4
286,black,rook,0
286,black,bishop,0
286,black,knight,0
286,black,queen,3
591,white,rook,0
591,white,bishop,0
591,white,knight,0
591,white,queen,1
591,black,rook,0
591,black,bishop,0
591,black,knight,0
591,black,queen,0
617,white,rook,0
617,white,bishop,0
617,white,knight,0
617,white,queen,1
617,black,rook,0
617,black,bishop,0
617,black,knight,0
617,black,queen,4
228,white,rook,0
228,white,bishop,0
228,white,knight,0
228,white,queen,4
228,black,rook,0
228,black,bishop,0
228,black,knight,0
228,black,queen,5
147,white,rook,0
147,white,bishop,0
147,white,knight,0
147,white,queen,3
147,black,rook,0
147,black,bishop,0
147,black,knight,1
147,black,queen,7
417,white,rook,0
417,white,bishop,0
417,white,knight,0
417,white,queen,4
417,black,rook,0
417,black,bishop,0
417,black,knight,0
417,black,queen,0
406,white,rook,0
406,white,bishop,0
406,white,knight,0
406,white,queen,2
406,black,rook,0
406,black,bishop,0
406,black,knight,0
406,black,queen,1
235,white,rook,1
235,white,bishop,0
235,white,knight,0
235,white,queen,4
235,black,rook,0
235,black,bishop,0
235,black,knight,0
235,black,queen,1
145,white,rook,0
145,white,bishop,0
145,white,knight,0
145,white,queen,5
145,black,rook,0
145,black,bishop,0
145,black,knight,0
145,black,queen,2
405,white,rook,0
405,white,bishop,0
405,white,knight,0
405,white,queen,1
405,black,rook,0
405,black,bishop,0
405,black,knight,0
405,black,queen,1
151,white,rook,0
151,white,bishop,0
151,white,knight,0
151,white,queen,5
151,black,rook,0
151,black,bishop,0
151,black,knight,0
151,black,queen,2
204,white,rook,0
204,white,bishop,0
204,white,knight,0
204,white,queen,4
204,black,rook,0
204,black,bishop,0
204,black,knight,0
204,black,queen,3
356,white,rook,0
356,white,bishop,0
356,white,knight,0
356,white,queen,1
356,black,rook,0
356,black,bishop,0
356,black,knight,0
356,black,queen,0
266,white,rook,0
266,white,bishop,0
266,white,knight,0
266,white,queen,3
266,black,rook,0
266,black,bishop,0
266,black,knight,0
266,black,queen,3
245,white,rook,0
245,white,bishop,0
245,white,knight,0
245,white,queen,3
245,black,rook,0
245,black,bishop,0
245,black,knight,0
245,black,queen,0
326,white,rook,0
326,white,bishop,0
326,white,knight,0
326,white,queen,0
326,black,rook,0
326,black,bishop,0
326,black,knight,0
326,black,queen,2
152,white,rook,0
152,white,bishop,0
152,white,knight,0
152,white,queen,7
152,black,rook,0
152,black,bishop,0
152,black,knight,0
152,black,queen,7
430,white,rook,0
430,white,bishop,0
430,white,knight,0
430,white,queen,4
430,black,rook,0
430,black,bishop,0
430,black,knight,0
430,black,queen,0
182,white,rook,0
182,white,bishop,0
182,white,knight,0
182,white,queen,3
182,black,rook,0
182,black,bishop,0
182,black,knight,0
182,black,queen,1
255,white,rook,0
255,white,bishop,0
255,white,knight,0
255,white,queen,0
255,black,rook,1
255,black,bishop,0
255,black,knight,0
255,black,queen,0
18,white,rook,0
18,white,bishop,0
18,white,knight,0
18,white,queen,8
18,black,rook,0
18,black,bishop,0
18,black,knight,0
18,black,queen,7
536,white,rook,0
536,white,bishop,0
536,white,knight,0
536,white,queen,2
536,black,rook,0
536,black,bishop,0
536,black,knight,0
536,black,queen,0
111,white,rook,0
111,white,bishop,0
111,white,knight,0
111,white,queen,6
111,black,rook,0
111,black,bishop,0
111,black,knight,0
111,black,queen,4
397,white,rook,0
397,white,bishop,0
397,white,knight,0
397,white,queen,2
397,black,rook,0
397,black,bishop,0
397,black,knight,0
397,black,queen,1
181,white,rook,0
181,white,bishop,0
181,white,knight,0
181,white,queen,0
181,black,rook,0
181,black,bishop,0
181,black,knight,0
181,black,queen,2
202,white,rook,0
202,white,bishop,0
202,white,knight,0
202,white,queen,3
202,black,rook,0
202,black,bishop,0
202,black,knight,0
202,black,queen,6
158,white,rook,0
158,white,bishop,0
158,white,knight,1
158,white,queen,4
158,black,rook,0
158,black,bishop,0
158,black,knight,0
158,black,queen,3
84,white,rook,0
84,white,bishop,0
84,white,knight,0
84,white,queen,6
84,black,rook,0
84,black,bishop,0
84,black,knight,0
84,black,queen,6
81,white,rook,0
81,white,bishop,0
81,white,knight,0
81,white,queen,5
81,black,rook,0
81,black,bishop,0
81,black,knight,0
81,black,queen,6
79,white,rook,0
79,white,bishop,0
79,white,knight,0
79,white,queen,3
79,black,rook,0
79,black,bishop,0
79,black,knight,0
79,black,queen,6
43,white,rook,0
43,white,bishop,0
43,white,knight,0
43,white,queen,8
43,black,rook,0
43,black,bishop,0
43,black,knight,0
43,black,queen,10
59,white,rook,0
59,white,bishop,0
59,white,knight,0
59,white,queen,6
59,black,rook,0
59,black,bishop,0
59,black,knight,0
59,black,queen,6
540,white,rook,0
540,white,bishop,0
540,white,knight,0
540,white,queen,2
540,black,rook,0
540,black,bishop,0
540,black,knight,0
540,black,queen,0
268,white,rook,0
268,white,bishop,0
268,white,knight,0
268,white,queen,3
268,black,rook,0
268,black,bishop,0
268,black,knight,0
268,black,queen,1
86,white,rook,0
86,white,bishop,0
86,white,knight,0
86,white,queen,7
86,black,rook,0
86,black,bishop,0
86,black,knight,0
86,black,queen,2
150,white,rook,0
150,white,bishop,0
150,white,knight,0
150,white,queen,1
150,black,rook,0
150,black,bishop,0
150,black,knight,0
150,black,queen,7
386,white,rook,0
386,white,bishop,0
386,white,knight,0
386,white,queen,2
386,black,rook,0
386,black,bishop,0
386,black,knight,0
386,black,queen,0
513,white,rook,0
513,white,bishop,0
513,white,knight,0
513,white,queen,1
513,black,rook,0
513,black,bishop,0
513,black,knight,0
513,black,queen,1
366,white,rook,0
366,white,bishop,0
366,white,knight,0
366,white,queen,4
366,black,rook,0
366,black,bishop,0
366,black,knight,0
366,black,queen,5
229,white,rook,0
229,white,bishop,0
229,white,knight,0
229,white,queen,1
229,black,rook,0
229,black,bishop,0
229,black,knight,0
229,black,queen,7
1001,white,rook,0
1001,white,bishop,0
1001,white,knight,0
1001,white,queen,1
1001,black,rook,0
1001,black,bishop,0
1001,black,knight,0
1001,black,queen,0
124,white,rook,1
124,white,bishop,0
124,white,knight,0
124,white,queen,3
124,black,rook,0
124,black,bishop,0
124,black,knight,0
124,black,queen,4
410,white,rook,0
410,white,bishop,0
410,white,knight,0
410,white,queen,2
410,black,rook,0
410,black,bishop,0
410,black,knight,0
410,black,queen,0
279,white,rook,0
279,white,bishop,0
279,white,knight,0
279,white,queen,2
279,black,rook,0
279,black,bishop,0
279,black,knight,0
279,black,queen,3
519,white,rook,0
519,white,bishop,0
519,white,knight,0
519,white,queen,0
519,black,rook,0
519,black,bishop,0
519,black,knight,0
519,black,queen,1
134,white,rook,0
134,white,bishop,0
134,white,knight,0
134,white,queen,3
134,black,rook,0
134,black,bishop,0
134,black,knight,0
134,black,queen,6
269,white,rook,0
269,white,bishop,0
269,white,knight,0
269,white,queen,3
269,black,rook,0
269,black,bishop,0
269,black,knight,0
269,black,queen,4
498,white,rook,0
498,white,bishop,0
498,white,knight,0
498,white,queen,0
498,black,rook,0
498,black,bishop,0
498,black,knight,0
498,black,queen,1
177,white,rook,0
177,white,bishop,0
177,white,knight,1
177,white,queen,2
177,black,rook,0
177,black,bishop,0
177,black,knight,0
177,black,queen,3
260,white,rook,0
260,white,bishop,0
260,white,knight,0
260,white,queen,3
260,black,rook,0
260,black,bishop,0
260,black,knight,0
260,black,queen,1
257,white,rook,0
257,white,bishop,0
257,white,knight,1
257,white,queen,4
257,black,rook,0
257,black,bishop,0
257,black,knight,0
257,black,queen,0
115,white,rook,0
115,white,bishop,0
115,white,knight,0
115,white,queen,4
115,black,rook,0
115,black,bishop,0
115,black,knight,0
115,black,queen,3
213,white,rook,0
213,white,bishop,0
213,white,knight,0
213,white,queen,1
213,black,rook,0
213,black,bishop,0
213,black,knight,0
213,black,queen,5
28,white,rook,0
28,white,bishop,0
28,white,knight,0
28,white,queen,8
28,black,rook,0
28,black,bishop,0
28,black,knight,1
28,black,queen,7
814,white,rook,0
814,white,bishop,0
814,white,knight,0
814,white,queen,0
814,black,rook,0
814,black,bishop,0
814,black,knight,0
814,black,queen,1
350,white,rook,1
350,white,bishop,0
350,white,knight,0
350,white,queen,0
350,black,rook,0
350,black,bishop,0
350,black,knight,0
350,black,queen,3
560,white,rook,0
560,white,bishop,0
560,white,knight,0
560,white,queen,1
560,black,rook,0
560,black,bishop,0
560,black,knight,0
560,black,queen,1
431,white,rook,1
431,white,bishop,0
431,white,knight,0
431,white,queen,0
431,black,rook,0
431,black,bishop,0
431,black,knight,0
431,black,queen,1
262,white,rook,0
262,white,bishop,0
262,white,knight,0
262,white,queen,1
262,black,rook,0
262,black,bishop,0
262,black,knight,0
262,black,queen,1
17,white,rook,0
17,white,bishop,0
17,white,knight,0
17,white,queen,10
17,black,rook,2
17,black,bishop,0
17,black,knight,0
17,black,queen,6
58,white,rook,0
58,white,bishop,0
58,white,knight,0
58,white,queen,1
58,black,rook,0
58,black,bishop,0
58,black,knight,0
58,black,queen,4
87,white,rook,0
87,white,bishop,0
87,white,knight,0
87,white,queen,7
87,black,rook,0
87,black,bishop,0
87,black,knight,0
87,black,queen,8
71,white,rook,0
71,white,bishop,0
71,white,knight,0
71,white,queen,11
71,black,rook,0
71,black,bishop,0
71,black,knight,0
71,black,queen,5
230,white,rook,0
230,white,bishop,0
230,white,knight,0
230,white,queen,1
230,black,rook,0
230,black,bishop,0
230,black,knight,0
230,black,queen,0
289,white,rook,0
289,white,bishop,0
289,white,knight,0
289,white,queen,0
289,black,rook,0
289,black,bishop,0
289,black,knight,0
289,black,queen,4
85,white,rook,0
85,white,bishop,0
85,white,knight,0
85,white,queen,5
85,black,rook,0
85,black,bishop,0
85,black,knight,0
85,black,queen,4
465,white,rook,0
465,white,bishop,0
465,white,knight,0
465,white,queen,1
465,black,rook,0
465,black,bishop,0
465,black,knight,0
465,black,queen,0
333,white,rook,0
333,white,bishop,0
333,white,knight,0
333,white,queen,0
333,black,rook,1
333,black,bishop,0
333,black,knight,0
333,black,queen,1
409,white,rook,0
409,white,bishop,0
409,white,knight,0
409,white,queen,1
409,black,rook,0
409,black,bishop,0
409,black,knight,0
409,black,queen,0
390,white,rook,0
390,white,bishop,0
390,white,knight,0
390,white,queen,3
390,black,rook,0
390,black,bishop,0
390,black,knight,0
390,black,queen,0
330,white,rook,0
330,white,bishop,0
330,white,knight,0
330,white,queen,4
330,black,rook,0
330,black,bishop,0
330,black,knight,0
330,black,queen,2
128,white,rook,0
128,white,bishop,0
128,white,knight,0
128,white,queen,6
128,black,rook,0
128,black,bishop,0
128,black,knight,0
128,black,queen,5
248,white,rook,0
248,white,bishop,0
248,white,knight,0
248,white,queen,2
248,black,rook,0
248,black,bishop,0
248,black,knight,0
248,black,queen,0
545,white,rook,0
545,white,bishop,0
545,white,knight,0
545,white,queen,0
545,black,rook,0
545,black,bishop,0
545,black,knight,0
545,black,queen,1
327,white,rook,0
327,white,bishop,0
327,white,knight,0
327,white,queen,2
327,black,rook,0
327,black,bishop,0
327,black,knight,0
327,black,queen,5
372,white,rook,0
372,white,bishop,0
372,white,knight,0
372,white,queen,3
372,black,rook,0
372,black,bishop,0
372,black,knight,0
372,black,queen,1
448,white,rook,0
448,white,bishop,0
448,white,knight,0
448,white,queen,1
448,black,rook,0
448,black,bishop,0
448,black,knight,0
448,black,queen,0
564,white,rook,0
564,white,bishop,0
564,white,knight,0
564,white,queen,1
564,black,rook,0
564,black,bishop,0
564,black,knight,0
564,black,queen,0
126,white,rook,0
126,white,bishop,0
126,white,knight,0
126,white,queen,1
126,black,rook,0
126,black,bishop,0
126,black,knight,0
126,black,queen,1
945,white,rook,0
945,white,bishop,0
945,white,knight,0
945,white,queen,1
945,black,rook,0
945,black,bishop,0
945,black,knight,0
945,black,queen,0
467,white,rook,0
467,white,bishop,0
467,white,knight,0
467,white,queen,0
467,black,rook,0
467,black,bishop,0
467,black,knight,0
467,black,queen,1
441,white,rook,0
441,white,bishop,0
441,white,knight,0
441,white,queen,0
441,black,rook,1
441,black,bishop,0
441,black,knight,0
441,black,queen,0
264,white,rook,0
264,white,bishop,0
264,white,knight,0
264,white,queen,2
264,black,rook,0
264,black,bishop,0
264,black,knight,0
264,black,queen,2
459,white,rook,0
459,white,bishop,0
459,white,knight,0
459,white,queen,0
459,black,rook,0
459,black,bishop,0
459,black,knight,0
459,black,queen,1
400,white,rook,0
400,white,bishop,0
400,white,knight,0
400,white,queen,1
400,black,rook,0
400,black,bishop,0
400,black,knight,0
400,black,queen,2
344,white,rook,0
344,white,bishop,0
344,white,knight,0
344,white,queen,1
344,black,rook,0
344,black,bishop,0
344,black,knight,0
344,black,queen,0
374,white,rook,0
374,white,bishop,0
374,white,knight,0
374,white,queen,1
374,black,rook,0
374,black,bishop,0
374,black,knight,0
374,black,queen,1
168,white,rook,0
168,white,bishop,0
168,white,knight,0
168,white,queen,0
168,black,rook,1
168,black,bishop,0
168,black,knight,0
168,black,queen,2
319,white,rook,0
319,white,bishop,0
319,white,knight,0
319,white,queen,1
319,black,rook,0
319,black,bishop,0
319,black,knight,0
319,black,queen,1
118,white,rook,0
118,white,bishop,0
118,white,knight,0
118,white,queen,1
118,black,rook,1
118,black,bishop,0
118,black,knight,0
118,black,queen,5
378,white,rook,0
378,white,bishop,0
378,white,knight,0
378,white,queen,0
378,black,rook,0
378,black,bishop,0
378,black,knight,0
378,black,queen,1
89,white,rook,1
89,white,bishop,0
89,white,knight,0
89,white,queen,12
89,black,rook,0
89,black,bishop,0
89,black,knight,0
89,black,queen,6
63,white,rook,0
63,white,bishop,0
63,white,knight,0
63,white,queen,6
63,black,rook,0
63,black,bishop,0
63,black,knight,0
63,black,queen,6
373,white,rook,1
373,white,bishop,0
373,white,knight,0
373,white,queen,0
373,black,rook,0
373,black,bishop,0
373,black,knight,0
373,black,queen,1
196,white,rook,0
196,white,bishop,0
196,white,knight,0
196,white,queen,1
196,black,rook,0
196,black,bishop,0
196,black,knight,0
196,black,queen,2
238,white,rook,0
238,white,bishop,0
238,white,knight,0
238,white,queen,6
238,black,rook,0
238,black,bishop,0
238,black,knight,0
238,black,queen,3
274,white,rook,0
274,white,bishop,0
274,white,knight,0
274,white,queen,5
274,black,rook,0
274,black,bishop,0
274,black,knight,0
274,black,queen,2
224,white,rook,0
224,white,bishop,0
224,white,knight,0
224,white,queen,5
224,black,rook,0
224,black,bishop,0
224,black,knight,0
224,black,queen,1
231,white,rook,0
231,white,bishop,0
231,white,knight,0
231,white,queen,3
231,black,rook,0
231,black,bishop,0
231,black,knight,0
231,black,queen,1
113,white,rook,0
113,white,bishop,0
113,white,knight,0
113,white,queen,3
113,black,rook,0
113,black,bishop,0
113,black,knight,0
113,black,queen,3
163,white,rook,0
163,white,bishop,0
163,white,knight,0
163,white,queen,1
163,black,rook,0
163,black,bishop,0
163,black,knight,0
163,black,queen,3
195,white,rook,1
195,white,bishop,0
195,white,knight,0
195,white,queen,2
195,black,rook,0
195,black,bishop,0
195,black,knight,0
195,black,queen,3
977,white,rook,0
977,white,bishop,0
977,white,knight,0
977,white,queen,2
977,black,rook,0
977,black,bishop,0
977,black,knight,0
977,black,queen,0
341,white,rook,0
341,white,bishop,0
341,white,knight,0
341,white,queen,1
341,black,rook,0
341,black,bishop,0
341,black,knight,0
341,black,queen,1
97,white,rook,0
97,white,bishop,0
97,white,knight,0
97,white,queen,0
97,black,rook,0
97,black,bishop,0
97,black,knight,0
97,black,queen,6
339,white,rook,0
339,white,bishop,0
339,white,knight,0
339,white,queen,2
339,black,rook,0
339,black,bishop,0
339,black,knight,0
339,black,queen,4
88,white,rook,1
88,white,bishop,0
88,white,knight,0
88,white,queen,5
88,black,rook,0
88,black,bishop,0
88,black,knight,0
88,black,queen,6
156,white,rook,0
156,white,bishop,0
156,white,knight,0
156,white,queen,3
156,black,rook,0
156,black,bishop,0
156,black,knight,0
156,black,queen,1
419,white,rook,0
419,white,bishop,0
419,white,knight,0
419,white,queen,2
419,black,rook,1
419,black,bishop,0
419,black,knight,0
419,black,queen,2
106,white,rook,0
106,white,bishop,0
106,white,knight,0
106,white,queen,6
106,black,rook,1
106,black,bishop,0
106,black,knight,0
106,black,queen,5
420,white,rook,0
420,white,bishop,0
420,white,knight,0
420,white,queen,0
420,black,rook,0
420,black,bishop,0
420,black,knight,0
420,black,queen,1
479,white,rook,0
479,white,bishop,0
479,white,knight,0
479,white,queen,1
479,black,rook,0
479,black,bishop,0
479,black,knight,0
479,black,queen,0
324,white,rook,0
324,white,bishop,0
324,white,knight,0
324,white,queen,0
324,black,rook,0
324,black,bishop,0
324,black,knight,0
324,black,queen,2
303,white,rook,0
303,white,bishop,0
303,white,knight,0
303,white,queen,3
303,black,rook,0
303,black,bishop,0
303,black,knight,0
303,black,queen,0
621,white,rook,0
621,white,bishop,0
621,white,knight,0
621,white,queen,0
621,black,rook,1
621,black,bishop,0
621,black,knight,0
621,black,queen,0
96,white,rook,0
96,white,bishop,0
96,white,knight,0
96,white,queen,4
96,black,rook,0
96,black,bishop,0
96,black,knight,0
96,black,queen,4
253,white,rook,0
253,white,bishop,0
253,white,knight,0
253,white,queen,2
253,black,rook,2
253,black,bishop,1
253,black,knight,0
253,black,queen,1
548,white,rook,0
548,white,bishop,0
548,white,knight,0
548,white,queen,0
548,black,rook,0
548,black,bishop,0
548,black,knight,0
548,black,queen,1
162,white,rook,0
162,white,bishop,0
162,white,knight,0
162,white,queen,2
162,black,rook,0
162,black,bishop,0
162,black,knight,0
162,black,queen,3
265,white,rook,0
265,white,bishop,0
265,white,knight,0
265,white,queen,0
265,black,rook,0
265,black,bishop,0
265,black,knight,0
265,black,queen,4
343,white,rook,0
343,white,bishop,0
343,white,knight,0
343,white,queen,3
343,black,rook,0
343,black,bishop,0
343,black,knight,0
343,black,queen,3
187,white,rook,0
187,white,bishop,0
187,white,knight,0
187,white,queen,3
187,black,rook,0
187,black,bishop,0
187,black,knight,0
187,black,queen,0
523,white,rook,0
523,white,bishop,0
523,white,knight,0
523,white,queen,1
523,black,rook,0
523,black,bishop,0
523,black,knight,0
523,black,queen,0
518,white,rook,0
518,white,bishop,0
518,white,knight,0
518,white,queen,1
518,black,rook,0
518,black,bishop,0
518,black,knight,0
518,black,queen,0
249,white,rook,0
249,white,bishop,0
249,white,knight,0
249,white,queen,0
249,black,rook,0
249,black,bishop,0
249,black,knight,0
249,black,queen,1
401,white,rook,0
401,white,bishop,0
401,white,knight,0
401,white,queen,0
401,black,rook,0
401,black,bishop,0
401,black,knight,0
401,black,queen,1
169,white,rook,0
169,white,bishop,0
169,white,knight,0
169,white,queen,3
169,black,rook,0
169,black,bishop,0
169,black,knight,0
169,black,queen,2
281,white,rook,0
281,white,bishop,0
281,white,knight,1
281,white,queen,4
281,black,rook,0
281,black,bishop,0
281,black,knight,0
281,black,queen,2
109,white,rook,0
109,white,bishop,0
109,white,knight,0
109,white,queen,5
109,black,rook,0
109,black,bishop,0
109,black,knight,0
109,black,queen,2
190,white,rook,0
190,white,bishop,0
190,white,knight,0
190,white,queen,1
190,black,rook,0
190,black,bishop,1
190,black,knight,0
190,black,queen,5
120,white,rook,0
120,white,bishop,0
120,white,knight,0
120,white,queen,3
120,black,rook,0
120,black,bishop,0
120,black,knight,0
120,black,queen,0
38,white,rook,0
38,white,bishop,0
38,white,knight,0
38,white,queen,5
38,black,rook,0
38,black,bishop,0
38,black,knight,0
38,black,queen,8
121,white,rook,0
121,white,bishop,0
121,white,knight,0
121,white,queen,3
121,black,rook,0
121,black,bishop,0
121,black,knight,0
121,black,queen,4
193,white,rook,0
193,white,bishop,0
193,white,knight,0
193,white,queen,7
193,black,rook,0
193,black,bishop,0
193,black,knight,0
193,black,queen,3
282,white,rook,0
282,white,bishop,0
282,white,knight,0
282,white,queen,1
282,black,rook,0
282,black,bishop,0
282,black,knight,0
282,black,queen,1
164,white,rook,0
164,white,bishop,0
164,white,knight,0
164,white,queen,0
164,black,rook,1
164,black,bishop,0
164,black,knight,0
164,black,queen,2
283,white,rook,0
283,white,bishop,0
283,white,knight,0
283,white,queen,1
283,black,rook,0
283,black,bishop,0
283,black,knight,0
283,black,queen,2
325,white,rook,0
325,white,bishop,0
325,white,knight,0
325,white,queen,2
325,black,rook,0
325,black,bishop,2
325,black,knight,0
325,black,queen,0
521,white,rook,0
521,white,bishop,0
521,white,knight,0
521,white,queen,0
521,black,rook,0
521,black,bishop,0
521,black,knight,0
521,black,queen,1
357,white,rook,0
357,white,bishop,0
357,white,knight,0
357,white,queen,0
357,black,rook,0
357,black,bishop,0
357,black,knight,0
357,black,queen,2
272,white,rook,0
272,white,bishop,0
272,white,knight,0
272,white,queen,2
272,black,rook,0
272,black,bishop,0
272,black,knight,0
272,black,queen,2
173,white,rook,0
173,white,bishop,0
173,white,knight,0
173,white,queen,4
173,black,rook,0
173,black,bishop,0
173,black,knight,0
173,black,queen,0
127,white,rook,0
127,white,bishop,0
127,white,knight,0
127,white,queen,2
127,black,rook,0
127,black,bishop,0
127,black,knight,0
127,black,queen,6
292,white,rook,0
292,white,bishop,0
292,white,knight,0
292,white,queen,2
292,black,rook,0
292,black,bishop,0
292,black,knight,0
292,black,queen,3
538,white,rook,0
538,white,bishop,0
538,white,knight,0
538,white,queen,0
538,black,rook,0
538,black,bishop,0
538,black,knight,0
538,black,queen,2
355,white,rook,0
355,white,bishop,0
355,white,knight,0
355,white,queen,2
355,black,rook,0
355,black,bishop,0
355,black,knight,0
355,black,queen,0
273,white,rook,0
273,white,bishop,0
273,white,knight,0
273,white,queen,1
273,black,rook,0
273,black,bishop,0
273,black,knight,0
273,black,queen,0
209,white,rook,0
209,white,bishop,0
209,white,knight,0
209,white,queen,0
209,black,rook,0
209,black,bishop,0
209,black,knight,0
209,black,queen,4
686,white,rook,0
686,white,bishop,0
686,white,knight,0
686,white,queen,0
686,black,rook,0
686,black,bishop,1
686,black,knight,0
686,black,queen,1
499,white,rook,0
499,white,bishop,0
499,white,knight,0
499,white,queen,4
499,black,rook,0
499,black,bishop,0
499,black,knight,0
499,black,queen,2
323,white,rook,0
323,white,bishop,0
323,white,knight,0
323,white,queen,3
323,black,rook,0
323,black,bishop,0
323,black,knight,0
323,black,queen,3
310,white,rook,0
310,white,bishop,0
310,white,knight,0
310,white,queen,0
310,black,rook,0
310,black,bishop,0
310,black,knight,0
310,black,queen,3
911,white,rook,0
911,white,bishop,0
911,white,knight,0
911,white,queen,0
911,black,rook,0
911,black,bishop,0
911,black,knight,0
911,black,queen,1
726,white,rook,0
726,white,bishop,0
726,white,knight,0
726,white,queen,0
726,black,rook,1
726,black,bishop,0
726,black,knight,0
726,black,queen,0
906,white,rook,0
906,white,bishop,0
906,white,knight,0
906,white,queen,2
906,black,rook,0
906,black,bishop,0
906,black,knight,0
906,black,queen,1
424,white,rook,0
424,white,bishop,0
424,white,knight,0
424,white,queen,0
424,black,rook,0
424,black,bishop,0
424,black,knight,0
424,black,queen,1
301,white,rook,0
301,white,bishop,0
301,white,knight,0
301,white,queen,4
301,black,rook,0
301,black,bishop,0
301,black,knight,0
301,black,queen,1
216,white,rook,0
216,white,bishop,0
216,white,knight,0
216,white,queen,0
216,black,rook,0
216,black,bishop,0
216,black,knight,0
216,black,queen,2
767,white,rook,0
767,white,bishop,0
767,white,knight,0
767,white,queen,0
767,black,rook,0
767,black,bishop,0
767,black,knight,1
767,black,queen,0
555,white,rook,0
555,white,bishop,0
555,white,knight,0
555,white,queen,0
555,black,rook,0
555,black,bishop,0
555,black,knight,0
555,black,queen,1
170,white,rook,0
170,white,bishop,0
170,white,knight,0
170,white,queen,3
170,black,rook,0
170,black,bishop,0
170,black,knight,0
170,black,queen,0
60,white,rook,0
60,white,bishop,0
60,white,knight,0
60,white,queen,3
60,black,rook,0
60,black,bishop,0
60,black,knight,0
60,black,queen,8
688,white,rook,0
688,white,bishop,0
688,white,knight,0
688,white,queen,0
688,black,rook,0
688,black,bishop,0
688,black,knight,0
688,black,queen,1
199,white,rook,0
199,white,bishop,0
199,white,knight,0
199,white,queen,5
199,black,rook,0
199,black,bishop,0
199,black,knight,0
199,black,queen,0
251,white,rook,0
251,white,bishop,0
251,white,knight,0
251,white,queen,0
251,black,rook,0
251,black,bishop,0
251,black,knight,0
251,black,queen,2
422,white,rook,0
422,white,bishop,0
422,white,knight,0
422,white,queen,1
422,black,rook,0
422,black,bishop,0
422,black,knight,0
422,black,queen,1
331,white,rook,0
331,white,bishop,0
331,white,knight,0
331,white,queen,1
331,black,rook,0
331,black,bishop,0
331,black,knight,0
331,black,queen,2
365,white,rook,0
365,white,bishop,0
365,white,knight,0
365,white,queen,3
365,black,rook,0
365,black,bishop,0
365,black,knight,0
365,black,queen,0
438,white,rook,0
438,white,bishop,0
438,white,knight,0
438,white,queen,1
438,black,rook,0
438,black,bishop,0
438,black,knight,0
438,black,queen,0
466,white,rook,0
466,white,bishop,0
466,white,knight,0
466,white,queen,1
466,black,rook,0
466,black,bishop,0
466,black,knight,0
466,black,queen,0
