rating_average,winner,count
1927,draw,0
2239,white,0
2239,black,2
2239,draw,0
1053,white,1
1053,black,1
1053,draw,0
2036,white,4
2036,black,4
2036,draw,2
981,white,1
981,black,0
981,draw,0
2106,white,3
2106,black,1
2106,draw,0
2127,white,1
2127,black,0
2127,draw,0
2135,white,0
2135,black,1
2135,draw,0
2103,white,0
2103,black,0
2103,draw,1
2151,white,2
2151,black,2
2151,draw,0
2185,white,0
2185,black,2
2185,draw,0
1885,white,3
1885,black,1
1885,draw,0
2273,white,0
2273,black,2
2273,draw,0
1969,white,0
1969,black,2
1969,draw,0
1993,white,2
1993,black,3
1993,draw,0
2093,white,1
2093,black,2
2093,draw,0
2286,white,0
2286,black,1
2286,draw,0
2149,white,4
2149,black,0
2149,draw,1
2161,white,1
2161,black,3
2161,draw,0
2119,white,3
2119,black,2
2119,draw,0
2231,white,1
2231,black,0
2231,draw,0
2255,white,1
2255,black,1
2255,draw,0
2270,white,1
2270,black,0
2270,draw,0
2154,white,1
2154,black,0
2154,draw,2
2027,white,0
2027,black,3
2027,draw,0
2271,white,1
2271,black,0
2271,draw,0
2159,white,2
2159,black,0
2159,draw,0
2416,white,0
2416,black,0
2416,draw,1
2382,white,0
2382,black,1
2382,draw,0
2313,white,0
2313,black,1
2313,draw,0
2111,white,1
2111,black,0
2111,draw,0
1109,white,1
1109,black,0
1109,draw,0
995,white,1
995,black,0
995,draw,0
2289,white,1
2289,black,1
2289,draw,0
2091,white,1
2091,black,2
2091,draw,2
2015,white,2
2015,black,1
2015,draw,0
947,white,0
947,black,1
947,draw,0
904,white,1
904,black,0
904,draw,0
994,white,0
994,black,1
994,draw,0
1032,white,1
1032,black,0
1032,draw,0
2320,white,0
2320,black,0
2320,draw,4
2250,white,0
2250,black,0
2250,draw,2
2252,white,1
2252,black,2
2252,draw,0
1309,white,0
1309,black,1
1309,draw,0
2307,white,0
2307,black,1
2307,draw,0
2306,white,1
2306,black,1
2306,draw,0
967,white,1
967,black,0
967,draw,0
2341,white,0
2341,black,1
2341,draw,0
2352,white,1
2352,black,0
2352,draw,0
2232,white,0
2232,black,0
2232,draw,1
2262,white,1
2262,black,1
2262,draw,0
2141,white,1
2141,black,0
2141,draw,0
2210,white,0
2210,black,2
2210,draw,0
2287,white,1
2287,black,0
2287,draw,0
2059,white,1
2059,black,1
2059,draw,0
2171,white,0
2171,black,1
2171,draw,0
2291,white,1
2291,black,0
2291,draw,0
2310,white,0
2310,black,2
2310,draw,0
2311,white,1
2311,black,0
2311,draw,0
2263,white,1
2263,black,0
2263,draw,0
2257,white,1
2257,black,0
2257,draw,0
2299,white,1
2299,black,0
2299,draw,0
2139,white,1
2139,black,0
2139,draw,0
2338,white,0
2338,black,1
2338,draw,0
2236,white,1
2236,black,0
2236,draw,0
1143,white,1
1143,black,1
1143,draw,0
2131,white,2
2131,black,0
2131,draw,0
2095,white,0
2095,black,1
2095,draw,0
1957,white,1
1957,black,1
1957,draw,0
2228,white,1
2228,black,0
2228,draw,0
2137,white,0
2137,black,1
2137,draw,0
2275,white,0
2275,black,1
2275,draw,0
2238,white,1
2238,black,0
2238,draw,0
2414,white,1
2414,black,0
2414,draw,0
2049,white,1
2049,black,0
2049,draw,0
1093,white,0
1093,black,1
1093,draw,0
998,white,0
998,black,1
998,draw,0
2143,white,0
2143,black,1
2143,draw,0
946,white,1
946,black,0
946,draw,0
925,white,1
925,black,0
925,draw,0
