rate_diff,winner,count
860,black,0
860,draw,0
659,white,1
659,black,1
659,draw,0
-852,white,1
-852,black,0
-852,draw,0
-921,white,0
-921,black,1
-921,draw,0
-827,white,0
-827,black,1
-827,draw,0
-1013,white,1
-1013,black,1
-1013,draw,0
-660,white,0
-660,black,2
-660,draw,0
-799,white,0
-799,black,1
-799,draw,0
-474,white,0
-474,black,1
-474,draw,0
-634,white,0
-634,black,1
-634,draw,0
512,white,1
512,black,0
512,draw,0
-755,white,0
-755,black,2
-755,draw,0
843,white,1
843,black,0
843,draw,0
-842,white,0
-842,black,1
-842,draw,0
-392,white,0
-392,black,2
-392,draw,0
392,white,2
392,black,0
392,draw,1
-497,white,0
-497,black,2
-497,draw,0
-647,white,0
-647,black,1
-647,draw,0
-638,white,0
-638,black,1
-638,draw,0
-567,white,0
-567,black,2
-567,draw,0
561,white,2
561,black,0
561,draw,0
488,white,3
488,black,0
488,draw,0
-478,white,0
-478,black,3
-478,draw,0
443,white,2
443,black,0
443,draw,0
725,white,1
725,black,0
725,draw,0
-429,white,0
-429,black,1
-429,draw,0
-368,white,0
-368,black,2
-368,draw,0
943,white,1
943,black,0
943,draw,0
539,white,1
539,black,1
539,draw,0
502,white,2
502,black,1
502,draw,0
805,white,1
805,black,1
805,draw,1
681,white,1
681,black,0
681,draw,0
1166,white,1
1166,black,0
1166,draw,0
-601,white,1
-601,black,3
-601,draw,0
794,white,1
794,black,0
794,draw,0
572,white,3
572,black,1
572,draw,0
820,white,2
820,black,0
820,draw,0
-493,white,0
-493,black,3
-493,draw,0
433,white,3
433,black,1
433,draw,0
-637,white,1
-637,black,0
-637,draw,0
569,white,0
569,black,1
569,draw,0
-263,white,0
-263,black,4
-263,draw,1
-541,white,1
-541,black,1
-541,draw,0
471,white,3
471,black,2
471,draw,0
666,white,2
666,black,0
666,draw,0
-804,white,0
-804,black,1
-804,draw,0
650,white,2
650,black,0
650,draw,0
633,white,1
633,black,0
633,draw,0
-630,white,0
-630,black,1
-630,draw,0
627,white,1
627,black,0
627,draw,0
538,white,1
538,black,0
538,draw,0
-354,white,0
-354,black,4
-354,draw,1
-717,white,0
-717,black,0
-717,draw,1
815,white,2
815,black,0
815,draw,0
594,white,4
594,black,0
594,draw,0
-600,white,1
-600,black,1
-600,draw,0
284,white,6
284,black,0
284,draw,0
738,white,1
738,black,0
738,draw,0
-418,white,1
-418,black,1
-418,draw,0
687,white,2
687,black,0
687,draw,0
870,white,1
870,black,0
870,draw,0
618,white,2
618,black,0
618,draw,0
692,white,3
692,black,2
692,draw,0
708,white,2
708,black,0
708,draw,1
-860,white,0
-860,black,1
-860,draw,0
-803,white,1
-803,black,0
-803,draw,0
803,white,1
803,black,0
803,draw,0
-764,white,0
-764,black,2
-764,draw,0
764,white,1
764,black,1
764,draw,0
1290,white,1
1290,black,0
1290,draw,0
-1290,white,0
-1290,black,1
-1290,draw,0
-656,white,0
-656,black,3
-656,draw,0
609,white,1
609,black,0
609,draw,0
655,white,1
655,black,0
655,draw,0
851,white,1
851,black,0
851,draw,0
-694,white,0
-694,black,1
-694,draw,0
952,white,0
952,black,0
952,draw,1
-1121,white,1
-1121,black,2
-1121,draw,0
1022,white,1
1022,black,0
1022,draw,0
1121,white,1
1121,black,0
1121,draw,0
-645,white,0
-645,black,5
-645,draw,1
648,white,5
648,black,0
648,draw,0
-648,white,0
-648,black,5
-648,draw,0
729,white,2
729,black,0
729,draw,0
-729,white,0
-729,black,3
-729,draw,0
-770,white,0
-770,black,2
-770,draw,0
-1273,white,0
-1273,black,2
-1273,draw,0
780,white,0
780,black,0
780,draw,2
1007,white,1
1007,black,0
1007,draw,0
452,white,2
452,black,0
452,draw,0
-713,white,0
-713,black,1
-713,draw,0
1008,white,0
1008,black,1
1008,draw,0
1021,white,1
1021,black,0
1021,draw,0
-697,white,1
-697,black,1
-697,draw,0
755,white,1
755,black,0
755,draw,0
705,white,1
705,black,0
705,draw,0
477,white,3
477,black,1
477,draw,0
-1407,white,0
-1407,black,1
-1407,draw,0
766,white,1
766,black,0
766,draw,0
-766,white,0
-766,black,1
-766,draw,0
-951,white,0
-951,black,3
-951,draw,0
550,white,0
550,black,1
550,draw,0
481,white,3
481,black,0
481,draw,1
850,white,1
850,black,0
850,draw,0
-577,white,0
-577,black,1
-577,draw,0
1024,white,0
1024,black,0
1024,draw,1
-801,white,0
-801,black,1
-801,draw,0
-722,white,0
-722,black,0
-722,draw,1
819,white,2
819,black,0
819,draw,0
-698,white,0
-698,black,2
-698,draw,0
-615,white,1
-615,black,3
-615,draw,0
620,white,2
620,black,0
620,draw,0
-1086,white,0
-1086,black,1
-1086,draw,0
456,white,2
456,black,0
456,draw,0
-906,white,0
-906,black,2
-906,draw,0
-395,white,0
-395,black,3
-395,draw,0
1237,white,1
1237,black,0
1237,draw,0
-1237,white,0
-1237,black,1
-1237,draw,0
985,white,2
985,black,0
985,draw,0
-690,white,0
-690,black,1
-690,draw,0
528,white,1
528,black,0
528,draw,0
606,white,1
606,black,1
606,draw,0
-651,white,1
-651,black,0
-651,draw,0
1214,white,1
1214,black,0
1214,draw,0
638,white,0
638,black,1
638,draw,0
660,white,1
660,black,0
660,draw,0
-725,white,1
-725,black,0
-725,draw,0
-659,white,0
-659,black,3
-659,draw,0
-1188,white,0
-1188,black,1
-1188,draw,0
-476,white,0
-476,black,2
-476,draw,0
663,white,1
663,black,0
663,draw,0
682,white,1
682,black,0
682,draw,0
-676,white,0
-676,black,1
-676,draw,0
-618,white,0
-618,black,2
-618,draw,0
-609,white,0
-609,black,1
-609,draw,0
553,white,2
553,black,0
553,draw,0
1492,white,1
1492,black,0
1492,draw,0
-864,white,0
-864,black,1
-864,draw,0
630,white,1
630,black,0
630,draw,0
-563,white,0
-563,black,1
-563,draw,0
-720,white,0
-720,black,1
-720,draw,0
-714,white,0
-714,black,1
-714,draw,0
-663,white,0
-663,black,1
-663,draw,0
1124,white,1
1124,black,0
1124,draw,0
1196,white,1
1196,black,0
1196,draw,0
1297,white,1
1297,black,0
1297,draw,0
-454,white,1
-454,black,1
-454,draw,0
995,white,1
995,black,0
995,draw,0
756,white,1
756,black,0
756,draw,0
-605,white,0
-605,black,1
-605,draw,0
555,white,0
555,black,1
555,draw,0
1056,white,1
1056,black,0
1056,draw,0
-857,white,0
-857,black,1
-857,draw,0
-464,white,0
-464,black,3
-464,draw,0
566,white,1
566,black,0
566,draw,0
508,white,1
508,black,0
508,draw,0
-469,white,0
-469,black,1
-469,draw,0
-551,white,0
-551,black,2
-551,draw,0
-783,white,0
-783,black,2
-783,draw,0
604,white,1
604,black,0
604,draw,0
-491,white,1
-491,black,2
-491,draw,0
651,white,1
651,black,0
651,draw,0
959,white,1
959,black,0
959,draw,0
-958,white,0
-958,black,1
-958,draw,0
957,white,1
957,black,0
957,draw,0
-736,white,0
-736,black,1
-736,draw,0
-494,white,0
-494,black,1
-494,draw,0
-517,white,0
-517,black,1
-517,draw,0
-425,white,1
-425,black,0
-425,draw,0
-745,white,1
-745,black,0
-745,draw,0
-435,white,0
-435,black,1
-435,draw,0
693,white,1
693,black,0
693,draw,0
-693,white,0
-693,black,1
-693,draw,0
-724,white,0
-724,black,1
-724,draw,0
-442,white,0
-442,black,1
-442,draw,0
773,white,1
773,black,0
773,draw,0
-549,white,0
-549,black,1
-549,draw,0
574,white,2
574,black,1
574,draw,0
762,white,0
762,black,0
762,draw,1
-633,white,0
-633,black,1
-633,draw,0
-576,white,0
-576,black,1
-576,draw,0
-620,white,0
-620,black,2
-620,draw,0
-533,white,0
-533,black,2
-533,draw,0
-702,white,0
-702,black,2
-702,draw,0
797,white,1
797,black,0
797,draw,0
455,white,1
455,black,0
455,draw,0
631,white,1
631,black,0
631,draw,0
-943,white,0
-943,black,1
-943,draw,0
-678,white,0
-678,black,1
-678,draw,0
889,white,1
889,black,0
889,draw,0
-733,white,0
-733,black,1
-733,draw,0
1015,white,1
1015,black,0
1015,draw,0
-668,white,0
-668,black,2
-668,draw,0
-787,white,1
-787,black,0
-787,draw,0
786,white,1
786,black,0
786,draw,0
-734,white,0
-734,black,1
-734,draw,0
-657,white,0
-657,black,1
-657,draw,0
-758,white,0
-758,black,1
-758,draw,0
-579,white,0
-579,black,1
-579,draw,0
-558,white,0
-558,black,1
-558,draw,0
-781,white,0
-781,black,1
-781,draw,0
593,white,2
593,black,0
593,draw,0
-1090,white,0
-1090,black,1
-1090,draw,0
1200,white,1
1200,black,0
1200,draw,0
600,white,1
600,black,0
600,draw,0
-1141,white,0
-1141,black,1
-1141,draw,0
774,white,0
774,black,1
774,draw,0
1212,white,1
1212,black,0
1212,draw,0
-731,white,0
-731,black,1
-731,draw,0
-811,white,0
-811,black,3
-811,draw,0
806,white,1
806,black,0
806,draw,0
-810,white,0
-810,black,0
-810,draw,1
-456,white,0
-456,black,1
-456,draw,0
-564,white,0
-564,black,1
-564,draw,0
-571,white,0
-571,black,1
-571,draw,0
-771,white,0
-771,black,1
-771,draw,0
